family	type	auc
Forkhead box (FOX) factors{3.3.1}	all	0.90661
Forkhead box (FOX) factors{3.3.1}	all	0.96418
Forkhead box (FOX) factors{3.3.1}	all	0.94089
Forkhead box (FOX) factors{3.3.1}	all	0.94341
Forkhead box (FOX) factors{3.3.1}	all	0.94776
Forkhead box (FOX) factors{3.3.1}	all	0.95064
Forkhead box (FOX) factors{3.3.1}	all	0.93605
Forkhead box (FOX) factors{3.3.1}	all	0.93629
Forkhead box (FOX) factors{3.3.1}	all	0.95933
Forkhead box (FOX) factors{3.3.1}	all	0.93909
Forkhead box (FOX) factors{3.3.1}	all	0.95087
Forkhead box (FOX) factors{3.3.1}	all	0.9173
Forkhead box (FOX) factors{3.3.1}	all	0.93085
Forkhead box (FOX) factors{3.3.1}	all	0.75174
Forkhead box (FOX) factors{3.3.1}	all	0.72633
Forkhead box (FOX) factors{3.3.1}	all	0.661
Forkhead box (FOX) factors{3.3.1}	all	0.47771
Forkhead box (FOX) factors{3.3.1}	all	0.47816
Forkhead box (FOX) factors{3.3.1}	all	0.68685
Forkhead box (FOX) factors{3.3.1}	all	0.48717
Forkhead box (FOX) factors{3.3.1}	all	0.73748
Forkhead box (FOX) factors{3.3.1}	all	0.4388
Forkhead box (FOX) factors{3.3.1}	all	0.43936
Forkhead box (FOX) factors{3.3.1}	all	0.45448
Forkhead box (FOX) factors{3.3.1}	all	0.65531
Forkhead box (FOX) factors{3.3.1}	all	0.71961
Forkhead box (FOX) factors{3.3.1}	all	0.75785
Forkhead box (FOX) factors{3.3.1}	all	0.74524
Forkhead box (FOX) factors{3.3.1}	all	0.46955
Forkhead box (FOX) factors{3.3.1}	all	0.83418
Forkhead box (FOX) factors{3.3.1}	all	0.44306
Forkhead box (FOX) factors{3.3.1}	all	0.60419
Forkhead box (FOX) factors{3.3.1}	all	0.89047
Forkhead box (FOX) factors{3.3.1}	all	0.93056
Forkhead box (FOX) factors{3.3.1}	all	0.95171
Forkhead box (FOX) factors{3.3.1}	all	0.95302
Forkhead box (FOX) factors{3.3.1}	all	0.94622
Forkhead box (FOX) factors{3.3.1}	all	0.9414
Forkhead box (FOX) factors{3.3.1}	all	0.94907
Forkhead box (FOX) factors{3.3.1}	all	0.91475
Forkhead box (FOX) factors{3.3.1}	all	0.92214
Forkhead box (FOX) factors{3.3.1}	all	0.88828
Forkhead box (FOX) factors{3.3.1}	all	0.91714
Forkhead box (FOX) factors{3.3.1}	all	0.94343
Forkhead box (FOX) factors{3.3.1}	all	0.91017
Forkhead box (FOX) factors{3.3.1}	all	0.90583
Forkhead box (FOX) factors{3.3.1}	all	0.94997
Forkhead box (FOX) factors{3.3.1}	all	0.95005
Forkhead box (FOX) factors{3.3.1}	all	0.95117
Forkhead box (FOX) factors{3.3.1}	all	0.94667
Forkhead box (FOX) factors{3.3.1}	all	0.95334
Forkhead box (FOX) factors{3.3.1}	all	0.95126
Forkhead box (FOX) factors{3.3.1}	all	0.938
Forkhead box (FOX) factors{3.3.1}	all	0.94988
Forkhead box (FOX) factors{3.3.1}	all	0.96123
Forkhead box (FOX) factors{3.3.1}	all	0.94437
Forkhead box (FOX) factors{3.3.1}	all	0.9508
Forkhead box (FOX) factors{3.3.1}	all	0.93371
Forkhead box (FOX) factors{3.3.1}	all	0.94341
Forkhead box (FOX) factors{3.3.1}	all	0.92878
Forkhead box (FOX) factors{3.3.1}	all	0.93313
Forkhead box (FOX) factors{3.3.1}	all	0.87468
Forkhead box (FOX) factors{3.3.1}	all	0.75221
Forkhead box (FOX) factors{3.3.1}	all	0.73914
Forkhead box (FOX) factors{3.3.1}	all	0.7582
Forkhead box (FOX) factors{3.3.1}	all	0.75303
Forkhead box (FOX) factors{3.3.1}	all	0.95815
Forkhead box (FOX) factors{3.3.1}	all	0.95097
Forkhead box (FOX) factors{3.3.1}	all	0.91712
Forkhead box (FOX) factors{3.3.1}	all	0.88223
Forkhead box (FOX) factors{3.3.1}	all	0.87991
Forkhead box (FOX) factors{3.3.1}	all	0.92512
Forkhead box (FOX) factors{3.3.1}	all	0.91325
Forkhead box (FOX) factors{3.3.1}	all	0.96172
Forkhead box (FOX) factors{3.3.1}	all	0.92662
Forkhead box (FOX) factors{3.3.1}	all	0.90644
Forkhead box (FOX) factors{3.3.1}	all	0.95996
Forkhead box (FOX) factors{3.3.1}	all	0.95351
Forkhead box (FOX) factors{3.3.1}	all	0.95892
Forkhead box (FOX) factors{3.3.1}	all	0.96075
Forkhead box (FOX) factors{3.3.1}	all	0.95329
Forkhead box (FOX) factors{3.3.1}	all	0.95915
Forkhead box (FOX) factors{3.3.1}	all	0.9611
Forkhead box (FOX) factors{3.3.1}	all	0.96031
Forkhead box (FOX) factors{3.3.1}	all	0.96347
Forkhead box (FOX) factors{3.3.1}	all	0.91198
Forkhead box (FOX) factors{3.3.1}	all	0.91663
Forkhead box (FOX) factors{3.3.1}	all	0.91069
Forkhead box (FOX) factors{3.3.1}	all	0.92789
Forkhead box (FOX) factors{3.3.1}	all	0.96429
Forkhead box (FOX) factors{3.3.1}	all	0.79496
Forkhead box (FOX) factors{3.3.1}	all	0.80084
Forkhead box (FOX) factors{3.3.1}	all	0.94504
Forkhead box (FOX) factors{3.3.1}	all	0.94541
Forkhead box (FOX) factors{3.3.1}	all	0.94371
Forkhead box (FOX) factors{3.3.1}	all	0.92355
Forkhead box (FOX) factors{3.3.1}	all	0.92314
Forkhead box (FOX) factors{3.3.1}	all	0.92087
Forkhead box (FOX) factors{3.3.1}	all	0.91558
Forkhead box (FOX) factors{3.3.1}	all	0.91444
Forkhead box (FOX) factors{3.3.1}	all	0.91283
Forkhead box (FOX) factors{3.3.1}	all	0.96216
Forkhead box (FOX) factors{3.3.1}	all	0.94125
Forkhead box (FOX) factors{3.3.1}	all	0.94521
Forkhead box (FOX) factors{3.3.1}	all	0.95219
Forkhead box (FOX) factors{3.3.1}	all	0.95149
Forkhead box (FOX) factors{3.3.1}	all	0.93844
Forkhead box (FOX) factors{3.3.1}	all	0.94582
Forkhead box (FOX) factors{3.3.1}	all	0.96474
Forkhead box (FOX) factors{3.3.1}	all	0.93786
Forkhead box (FOX) factors{3.3.1}	all	0.95314
Forkhead box (FOX) factors{3.3.1}	all	0.91529
Forkhead box (FOX) factors{3.3.1}	all	0.93608
Forkhead box (FOX) factors{3.3.1}	all	0.7756
Forkhead box (FOX) factors{3.3.1}	all	0.76945
Forkhead box (FOX) factors{3.3.1}	all	0.69399
Forkhead box (FOX) factors{3.3.1}	all	0.46892
Forkhead box (FOX) factors{3.3.1}	all	0.4834
Forkhead box (FOX) factors{3.3.1}	all	0.68829
Forkhead box (FOX) factors{3.3.1}	all	0.49843
Forkhead box (FOX) factors{3.3.1}	all	0.73235
Forkhead box (FOX) factors{3.3.1}	all	0.44618
Forkhead box (FOX) factors{3.3.1}	all	0.45699
Forkhead box (FOX) factors{3.3.1}	all	0.45423
Forkhead box (FOX) factors{3.3.1}	all	0.67887
Forkhead box (FOX) factors{3.3.1}	all	0.75175
Forkhead box (FOX) factors{3.3.1}	all	0.78674
Forkhead box (FOX) factors{3.3.1}	all	0.75983
Forkhead box (FOX) factors{3.3.1}	all	0.49747
Forkhead box (FOX) factors{3.3.1}	all	0.85095
Forkhead box (FOX) factors{3.3.1}	all	0.44018
Forkhead box (FOX) factors{3.3.1}	all	0.6538
Forkhead box (FOX) factors{3.3.1}	all	0.83306
Forkhead box (FOX) factors{3.3.1}	all	0.88314
Forkhead box (FOX) factors{3.3.1}	all	0.91677
Forkhead box (FOX) factors{3.3.1}	all	0.91866
Forkhead box (FOX) factors{3.3.1}	all	0.89651
Forkhead box (FOX) factors{3.3.1}	all	0.88813
Forkhead box (FOX) factors{3.3.1}	all	0.90868
Forkhead box (FOX) factors{3.3.1}	all	0.86947
Forkhead box (FOX) factors{3.3.1}	all	0.87091
Forkhead box (FOX) factors{3.3.1}	all	0.83538
Forkhead box (FOX) factors{3.3.1}	all	0.868
Forkhead box (FOX) factors{3.3.1}	all	0.88754
Forkhead box (FOX) factors{3.3.1}	all	0.86403
Forkhead box (FOX) factors{3.3.1}	all	0.86707
Forkhead box (FOX) factors{3.3.1}	all	0.90848
Forkhead box (FOX) factors{3.3.1}	all	0.91182
Forkhead box (FOX) factors{3.3.1}	all	0.91159
Forkhead box (FOX) factors{3.3.1}	all	0.91669
Forkhead box (FOX) factors{3.3.1}	all	0.92065
Forkhead box (FOX) factors{3.3.1}	all	0.91158
Forkhead box (FOX) factors{3.3.1}	all	0.87884
Forkhead box (FOX) factors{3.3.1}	all	0.91126
Forkhead box (FOX) factors{3.3.1}	all	0.91289
Forkhead box (FOX) factors{3.3.1}	all	0.90256
Forkhead box (FOX) factors{3.3.1}	all	0.90318
Forkhead box (FOX) factors{3.3.1}	all	0.89028
Forkhead box (FOX) factors{3.3.1}	all	0.89715
Forkhead box (FOX) factors{3.3.1}	all	0.87762
Forkhead box (FOX) factors{3.3.1}	all	0.89957
Forkhead box (FOX) factors{3.3.1}	all	0.79173
Forkhead box (FOX) factors{3.3.1}	all	0.75776
Forkhead box (FOX) factors{3.3.1}	all	0.75377
Forkhead box (FOX) factors{3.3.1}	all	0.75775
Forkhead box (FOX) factors{3.3.1}	all	0.7676
Forkhead box (FOX) factors{3.3.1}	all	0.93437
Forkhead box (FOX) factors{3.3.1}	all	0.90669
Forkhead box (FOX) factors{3.3.1}	all	0.85667
Forkhead box (FOX) factors{3.3.1}	all	0.82478
Forkhead box (FOX) factors{3.3.1}	all	0.8216
Forkhead box (FOX) factors{3.3.1}	all	0.88598
Forkhead box (FOX) factors{3.3.1}	all	0.8687
Forkhead box (FOX) factors{3.3.1}	all	0.9273
Forkhead box (FOX) factors{3.3.1}	all	0.89331
Forkhead box (FOX) factors{3.3.1}	all	0.87214
Forkhead box (FOX) factors{3.3.1}	all	0.91968
Forkhead box (FOX) factors{3.3.1}	all	0.9146
Forkhead box (FOX) factors{3.3.1}	all	0.92348
Forkhead box (FOX) factors{3.3.1}	all	0.92783
Forkhead box (FOX) factors{3.3.1}	all	0.92595
Forkhead box (FOX) factors{3.3.1}	all	0.92906
Forkhead box (FOX) factors{3.3.1}	all	0.935
Forkhead box (FOX) factors{3.3.1}	all	0.92675
Forkhead box (FOX) factors{3.3.1}	all	0.93077
Forkhead box (FOX) factors{3.3.1}	all	0.85397
Forkhead box (FOX) factors{3.3.1}	all	0.86846
Forkhead box (FOX) factors{3.3.1}	all	0.85447
Forkhead box (FOX) factors{3.3.1}	all	0.89821
Forkhead box (FOX) factors{3.3.1}	all	0.92707
Forkhead box (FOX) factors{3.3.1}	all	0.70462
Forkhead box (FOX) factors{3.3.1}	all	0.71295
Forkhead box (FOX) factors{3.3.1}	all	0.90204
Forkhead box (FOX) factors{3.3.1}	all	0.90411
Forkhead box (FOX) factors{3.3.1}	all	0.89922
Forkhead box (FOX) factors{3.3.1}	all	0.886
Forkhead box (FOX) factors{3.3.1}	all	0.88191
Forkhead box (FOX) factors{3.3.1}	all	0.88056
Forkhead box (FOX) factors{3.3.1}	all	0.89272
Forkhead box (FOX) factors{3.3.1}	all	0.88811
Forkhead box (FOX) factors{3.3.1}	all	0.88448
Forkhead box (FOX) factors{3.3.1}	all	0.93276
Forkhead box (FOX) factors{3.3.1}	all	0.91008
Forkhead box (FOX) factors{3.3.1}	all	0.91502
Forkhead box (FOX) factors{3.3.1}	all	0.92443
Forkhead box (FOX) factors{3.3.1}	all	0.92193
Forkhead box (FOX) factors{3.3.1}	all	0.88632
Forkhead box (FOX) factors{3.3.1}	all	0.89015
Forkhead box (FOX) factors{3.3.1}	all	0.93416
Forkhead box (FOX) factors{3.3.1}	all	0.88565
Forkhead box (FOX) factors{3.3.1}	all	0.89748
Forkhead box (FOX) factors{3.3.1}	all	0.86446
Forkhead box (FOX) factors{3.3.1}	all	0.88824
Forkhead box (FOX) factors{3.3.1}	all	0.74934
Forkhead box (FOX) factors{3.3.1}	all	0.74872
Forkhead box (FOX) factors{3.3.1}	all	0.67314
Forkhead box (FOX) factors{3.3.1}	all	0.46448
Forkhead box (FOX) factors{3.3.1}	all	0.48113
Forkhead box (FOX) factors{3.3.1}	all	0.64479
Forkhead box (FOX) factors{3.3.1}	all	0.48279
Forkhead box (FOX) factors{3.3.1}	all	0.6741
Forkhead box (FOX) factors{3.3.1}	all	0.42842
Forkhead box (FOX) factors{3.3.1}	all	0.42572
Forkhead box (FOX) factors{3.3.1}	all	0.43108
Forkhead box (FOX) factors{3.3.1}	all	0.63451
Forkhead box (FOX) factors{3.3.1}	all	0.71506
Forkhead box (FOX) factors{3.3.1}	all	0.70794
Forkhead box (FOX) factors{3.3.1}	all	0.7115
Forkhead box (FOX) factors{3.3.1}	all	0.48076
Forkhead box (FOX) factors{3.3.1}	all	0.80579
Forkhead box (FOX) factors{3.3.1}	all	0.43483
Forkhead box (FOX) factors{3.3.1}	all	0.61684
Forkhead box (FOX) factors{3.3.1}	all	0.837
Forkhead box (FOX) factors{3.3.1}	all	0.87145
Forkhead box (FOX) factors{3.3.1}	all	0.91496
Forkhead box (FOX) factors{3.3.1}	all	0.91471
Forkhead box (FOX) factors{3.3.1}	all	0.89363
Forkhead box (FOX) factors{3.3.1}	all	0.88403
Forkhead box (FOX) factors{3.3.1}	all	0.89568
Forkhead box (FOX) factors{3.3.1}	all	0.87377
Forkhead box (FOX) factors{3.3.1}	all	0.8803
Forkhead box (FOX) factors{3.3.1}	all	0.84051
Forkhead box (FOX) factors{3.3.1}	all	0.87067
Forkhead box (FOX) factors{3.3.1}	all	0.89257
Forkhead box (FOX) factors{3.3.1}	all	0.87029
Forkhead box (FOX) factors{3.3.1}	all	0.86458
Forkhead box (FOX) factors{3.3.1}	all	0.90361
Forkhead box (FOX) factors{3.3.1}	all	0.9078
Forkhead box (FOX) factors{3.3.1}	all	0.90372
Forkhead box (FOX) factors{3.3.1}	all	0.91712
Forkhead box (FOX) factors{3.3.1}	all	0.91977
Forkhead box (FOX) factors{3.3.1}	all	0.91086
Forkhead box (FOX) factors{3.3.1}	all	0.88345
Forkhead box (FOX) factors{3.3.1}	all	0.9179
Forkhead box (FOX) factors{3.3.1}	all	0.91618
Forkhead box (FOX) factors{3.3.1}	all	0.90034
Forkhead box (FOX) factors{3.3.1}	all	0.89477
Forkhead box (FOX) factors{3.3.1}	all	0.89522
Forkhead box (FOX) factors{3.3.1}	all	0.90095
Forkhead box (FOX) factors{3.3.1}	all	0.88295
Forkhead box (FOX) factors{3.3.1}	all	0.89986
Forkhead box (FOX) factors{3.3.1}	all	0.78788
Forkhead box (FOX) factors{3.3.1}	all	0.68085
Forkhead box (FOX) factors{3.3.1}	all	0.69293
Forkhead box (FOX) factors{3.3.1}	all	0.70266
Forkhead box (FOX) factors{3.3.1}	all	0.66489
Forkhead box (FOX) factors{3.3.1}	all	0.92817
Forkhead box (FOX) factors{3.3.1}	all	0.89159
Forkhead box (FOX) factors{3.3.1}	all	0.84626
Forkhead box (FOX) factors{3.3.1}	all	0.81497
Forkhead box (FOX) factors{3.3.1}	all	0.80869
Forkhead box (FOX) factors{3.3.1}	all	0.87962
Forkhead box (FOX) factors{3.3.1}	all	0.87471
Forkhead box (FOX) factors{3.3.1}	all	0.92966
Forkhead box (FOX) factors{3.3.1}	all	0.89486
Forkhead box (FOX) factors{3.3.1}	all	0.86093
Forkhead box (FOX) factors{3.3.1}	all	0.91743
Forkhead box (FOX) factors{3.3.1}	all	0.91062
Forkhead box (FOX) factors{3.3.1}	all	0.91842
Forkhead box (FOX) factors{3.3.1}	all	0.92033
Forkhead box (FOX) factors{3.3.1}	all	0.91324
Forkhead box (FOX) factors{3.3.1}	all	0.91901
Forkhead box (FOX) factors{3.3.1}	all	0.93117
Forkhead box (FOX) factors{3.3.1}	all	0.91724
Forkhead box (FOX) factors{3.3.1}	all	0.92272
Forkhead box (FOX) factors{3.3.1}	all	0.84416
Forkhead box (FOX) factors{3.3.1}	all	0.86144
Forkhead box (FOX) factors{3.3.1}	all	0.84324
Forkhead box (FOX) factors{3.3.1}	all	0.90191
Forkhead box (FOX) factors{3.3.1}	all	0.92409
Forkhead box (FOX) factors{3.3.1}	all	0.70308
Forkhead box (FOX) factors{3.3.1}	all	0.71471
Forkhead box (FOX) factors{3.3.1}	all	0.90407
Forkhead box (FOX) factors{3.3.1}	all	0.901
Forkhead box (FOX) factors{3.3.1}	all	0.89758
Forkhead box (FOX) factors{3.3.1}	all	0.88125
Forkhead box (FOX) factors{3.3.1}	all	0.87494
Forkhead box (FOX) factors{3.3.1}	all	0.87763
Forkhead box (FOX) factors{3.3.1}	all	0.89131
Forkhead box (FOX) factors{3.3.1}	all	0.88391
Forkhead box (FOX) factors{3.3.1}	all	0.88298
Forkhead box (FOX) factors{3.3.1}	all	0.92749
Forkhead box (FOX) factors{3.3.1}	all	0.9048
Forkhead box (FOX) factors{3.3.1}	all	0.90907
Forkhead box (FOX) factors{3.3.1}	all	0.92022
Forkhead box (FOX) factors{3.3.1}	all	0.91641
Forkhead box (FOX) factors{3.3.1}	all	0.88079
Forkhead box (FOX) factors{3.3.1}	all	0.88569
Forkhead box (FOX) factors{3.3.1}	all	0.91897
Forkhead box (FOX) factors{3.3.1}	all	0.88396
Forkhead box (FOX) factors{3.3.1}	all	0.89333
Forkhead box (FOX) factors{3.3.1}	all	0.86287
Forkhead box (FOX) factors{3.3.1}	all	0.87736
Forkhead box (FOX) factors{3.3.1}	all	0.74512
Forkhead box (FOX) factors{3.3.1}	all	0.74886
Forkhead box (FOX) factors{3.3.1}	all	0.67586
Forkhead box (FOX) factors{3.3.1}	all	0.45886
Forkhead box (FOX) factors{3.3.1}	all	0.47268
Forkhead box (FOX) factors{3.3.1}	all	0.64015
Forkhead box (FOX) factors{3.3.1}	all	0.47538
Forkhead box (FOX) factors{3.3.1}	all	0.68111
Forkhead box (FOX) factors{3.3.1}	all	0.4343
Forkhead box (FOX) factors{3.3.1}	all	0.42756
Forkhead box (FOX) factors{3.3.1}	all	0.44125
Forkhead box (FOX) factors{3.3.1}	all	0.64353
Forkhead box (FOX) factors{3.3.1}	all	0.7327
Forkhead box (FOX) factors{3.3.1}	all	0.75433
Forkhead box (FOX) factors{3.3.1}	all	0.73188
Forkhead box (FOX) factors{3.3.1}	all	0.47752
Forkhead box (FOX) factors{3.3.1}	all	0.81499
Forkhead box (FOX) factors{3.3.1}	all	0.42748
Forkhead box (FOX) factors{3.3.1}	all	0.62415
Forkhead box (FOX) factors{3.3.1}	all	0.84475
Forkhead box (FOX) factors{3.3.1}	all	0.87315
Forkhead box (FOX) factors{3.3.1}	all	0.90945
Forkhead box (FOX) factors{3.3.1}	all	0.90717
Forkhead box (FOX) factors{3.3.1}	all	0.8966
Forkhead box (FOX) factors{3.3.1}	all	0.88739
Forkhead box (FOX) factors{3.3.1}	all	0.88662
Forkhead box (FOX) factors{3.3.1}	all	0.87882
Forkhead box (FOX) factors{3.3.1}	all	0.88254
Forkhead box (FOX) factors{3.3.1}	all	0.84624
Forkhead box (FOX) factors{3.3.1}	all	0.87871
Forkhead box (FOX) factors{3.3.1}	all	0.89766
Forkhead box (FOX) factors{3.3.1}	all	0.87181
Forkhead box (FOX) factors{3.3.1}	all	0.86336
Forkhead box (FOX) factors{3.3.1}	all	0.8891
Forkhead box (FOX) factors{3.3.1}	all	0.89998
Forkhead box (FOX) factors{3.3.1}	all	0.89842
Forkhead box (FOX) factors{3.3.1}	all	0.91241
Forkhead box (FOX) factors{3.3.1}	all	0.91517
Forkhead box (FOX) factors{3.3.1}	all	0.91206
Forkhead box (FOX) factors{3.3.1}	all	0.89203
Forkhead box (FOX) factors{3.3.1}	all	0.91545
Forkhead box (FOX) factors{3.3.1}	all	0.9165
Forkhead box (FOX) factors{3.3.1}	all	0.89295
Forkhead box (FOX) factors{3.3.1}	all	0.88624
Forkhead box (FOX) factors{3.3.1}	all	0.89354
Forkhead box (FOX) factors{3.3.1}	all	0.90204
Forkhead box (FOX) factors{3.3.1}	all	0.88378
Forkhead box (FOX) factors{3.3.1}	all	0.89007
Forkhead box (FOX) factors{3.3.1}	all	0.79936
Forkhead box (FOX) factors{3.3.1}	all	0.69473
Forkhead box (FOX) factors{3.3.1}	all	0.69721
Forkhead box (FOX) factors{3.3.1}	all	0.71046
Forkhead box (FOX) factors{3.3.1}	all	0.70313
Forkhead box (FOX) factors{3.3.1}	all	0.91949
Forkhead box (FOX) factors{3.3.1}	all	0.88488
Forkhead box (FOX) factors{3.3.1}	all	0.85393
Forkhead box (FOX) factors{3.3.1}	all	0.82578
Forkhead box (FOX) factors{3.3.1}	all	0.82204
Forkhead box (FOX) factors{3.3.1}	all	0.87844
Forkhead box (FOX) factors{3.3.1}	all	0.87848
Forkhead box (FOX) factors{3.3.1}	all	0.92161
Forkhead box (FOX) factors{3.3.1}	all	0.89465
Forkhead box (FOX) factors{3.3.1}	all	0.85954
Forkhead box (FOX) factors{3.3.1}	all	0.91539
Forkhead box (FOX) factors{3.3.1}	all	0.90771
Forkhead box (FOX) factors{3.3.1}	all	0.91337
Forkhead box (FOX) factors{3.3.1}	all	0.91607
Forkhead box (FOX) factors{3.3.1}	all	0.90047
Forkhead box (FOX) factors{3.3.1}	all	0.90709
Forkhead box (FOX) factors{3.3.1}	all	0.92091
Forkhead box (FOX) factors{3.3.1}	all	0.91142
Forkhead box (FOX) factors{3.3.1}	all	0.91482
Forkhead box (FOX) factors{3.3.1}	all	0.84908
Forkhead box (FOX) factors{3.3.1}	all	0.85915
Forkhead box (FOX) factors{3.3.1}	all	0.84659
Forkhead box (FOX) factors{3.3.1}	all	0.89903
Forkhead box (FOX) factors{3.3.1}	all	0.92256
Forkhead box (FOX) factors{3.3.1}	all	0.73155
Forkhead box (FOX) factors{3.3.1}	all	0.74484
Forkhead box (FOX) factors{3.3.1}	all	0.90404
Forkhead box (FOX) factors{3.3.1}	all	0.89886
Forkhead box (FOX) factors{3.3.1}	all	0.89956
Forkhead box (FOX) factors{3.3.1}	all	0.87737
Forkhead box (FOX) factors{3.3.1}	all	0.87441
Forkhead box (FOX) factors{3.3.1}	all	0.87406
Forkhead box (FOX) factors{3.3.1}	all	0.87609
Forkhead box (FOX) factors{3.3.1}	all	0.87289
Forkhead box (FOX) factors{3.3.1}	all	0.87345
Forkhead box (FOX) factors{3.3.1}	all	0.91781
Forkhead box (FOX) factors{3.3.1}	all	0.8981
Forkhead box (FOX) factors{3.3.1}	all	0.89917
Forkhead box (FOX) factors{3.3.1}	all	0.90811
Forkhead box (FOX) factors{3.3.1}	all	0.90816
Forkhead box (FOX) factors{3.3.1}	all	0.87926
Forkhead box (FOX) factors{3.3.1}	all	0.88643
Forkhead box (FOX) factors{3.3.1}	all	0.9039
Forkhead box (FOX) factors{3.3.1}	all	0.87937
Forkhead box (FOX) factors{3.3.1}	all	0.88939
Forkhead box (FOX) factors{3.3.1}	all	0.86421
Forkhead box (FOX) factors{3.3.1}	all	0.87079
Forkhead box (FOX) factors{3.3.1}	all	0.73954
Forkhead box (FOX) factors{3.3.1}	all	0.74524
Forkhead box (FOX) factors{3.3.1}	all	0.67169
Forkhead box (FOX) factors{3.3.1}	all	0.45299
Forkhead box (FOX) factors{3.3.1}	all	0.47208
Forkhead box (FOX) factors{3.3.1}	all	0.65481
Forkhead box (FOX) factors{3.3.1}	all	0.48353
Forkhead box (FOX) factors{3.3.1}	all	0.70376
Forkhead box (FOX) factors{3.3.1}	all	0.43786
Forkhead box (FOX) factors{3.3.1}	all	0.43557
Forkhead box (FOX) factors{3.3.1}	all	0.44794
Forkhead box (FOX) factors{3.3.1}	all	0.65087
Forkhead box (FOX) factors{3.3.1}	all	0.74608
Forkhead box (FOX) factors{3.3.1}	all	0.79502
Forkhead box (FOX) factors{3.3.1}	all	0.76796
Forkhead box (FOX) factors{3.3.1}	all	0.48751
Forkhead box (FOX) factors{3.3.1}	all	0.83376
Forkhead box (FOX) factors{3.3.1}	all	0.4294
Forkhead box (FOX) factors{3.3.1}	all	0.63607
Forkhead box (FOX) factors{3.3.1}	all	0.77279
Forkhead box (FOX) factors{3.3.1}	all	0.83115
Forkhead box (FOX) factors{3.3.1}	all	0.85108
Forkhead box (FOX) factors{3.3.1}	all	0.85735
Forkhead box (FOX) factors{3.3.1}	all	0.84833
Forkhead box (FOX) factors{3.3.1}	all	0.83149
Forkhead box (FOX) factors{3.3.1}	all	0.84638
Forkhead box (FOX) factors{3.3.1}	all	0.79633
Forkhead box (FOX) factors{3.3.1}	all	0.80752
Forkhead box (FOX) factors{3.3.1}	all	0.77867
Forkhead box (FOX) factors{3.3.1}	all	0.80631
Forkhead box (FOX) factors{3.3.1}	all	0.82629
Forkhead box (FOX) factors{3.3.1}	all	0.8006
Forkhead box (FOX) factors{3.3.1}	all	0.80556
Forkhead box (FOX) factors{3.3.1}	all	0.86108
Forkhead box (FOX) factors{3.3.1}	all	0.84835
Forkhead box (FOX) factors{3.3.1}	all	0.84655
Forkhead box (FOX) factors{3.3.1}	all	0.86418
Forkhead box (FOX) factors{3.3.1}	all	0.87387
Forkhead box (FOX) factors{3.3.1}	all	0.86632
Forkhead box (FOX) factors{3.3.1}	all	0.83812
Forkhead box (FOX) factors{3.3.1}	all	0.86115
Forkhead box (FOX) factors{3.3.1}	all	0.86475
Forkhead box (FOX) factors{3.3.1}	all	0.85001
Forkhead box (FOX) factors{3.3.1}	all	0.84945
Forkhead box (FOX) factors{3.3.1}	all	0.84317
Forkhead box (FOX) factors{3.3.1}	all	0.84685
Forkhead box (FOX) factors{3.3.1}	all	0.81429
Forkhead box (FOX) factors{3.3.1}	all	0.82282
Forkhead box (FOX) factors{3.3.1}	all	0.73686
Forkhead box (FOX) factors{3.3.1}	all	0.59118
Forkhead box (FOX) factors{3.3.1}	all	0.61757
Forkhead box (FOX) factors{3.3.1}	all	0.62086
Forkhead box (FOX) factors{3.3.1}	all	0.53477
Forkhead box (FOX) factors{3.3.1}	all	0.88618
Forkhead box (FOX) factors{3.3.1}	all	0.84702
Forkhead box (FOX) factors{3.3.1}	all	0.80307
Forkhead box (FOX) factors{3.3.1}	all	0.7689
Forkhead box (FOX) factors{3.3.1}	all	0.75451
Forkhead box (FOX) factors{3.3.1}	all	0.8185
Forkhead box (FOX) factors{3.3.1}	all	0.823
Forkhead box (FOX) factors{3.3.1}	all	0.88818
Forkhead box (FOX) factors{3.3.1}	all	0.84172
Forkhead box (FOX) factors{3.3.1}	all	0.8115
Forkhead box (FOX) factors{3.3.1}	all	0.86974
Forkhead box (FOX) factors{3.3.1}	all	0.87021
Forkhead box (FOX) factors{3.3.1}	all	0.87633
Forkhead box (FOX) factors{3.3.1}	all	0.88973
Forkhead box (FOX) factors{3.3.1}	all	0.87966
Forkhead box (FOX) factors{3.3.1}	all	0.88946
Forkhead box (FOX) factors{3.3.1}	all	0.90089
Forkhead box (FOX) factors{3.3.1}	all	0.88678
Forkhead box (FOX) factors{3.3.1}	all	0.88834
Forkhead box (FOX) factors{3.3.1}	all	0.8006
Forkhead box (FOX) factors{3.3.1}	all	0.80302
Forkhead box (FOX) factors{3.3.1}	all	0.79493
Forkhead box (FOX) factors{3.3.1}	all	0.83188
Forkhead box (FOX) factors{3.3.1}	all	0.88379
Forkhead box (FOX) factors{3.3.1}	all	0.66173
Forkhead box (FOX) factors{3.3.1}	all	0.66473
Forkhead box (FOX) factors{3.3.1}	all	0.84006
Forkhead box (FOX) factors{3.3.1}	all	0.84026
Forkhead box (FOX) factors{3.3.1}	all	0.84839
Forkhead box (FOX) factors{3.3.1}	all	0.83772
Forkhead box (FOX) factors{3.3.1}	all	0.83586
Forkhead box (FOX) factors{3.3.1}	all	0.83314
Forkhead box (FOX) factors{3.3.1}	all	0.81636
Forkhead box (FOX) factors{3.3.1}	all	0.81685
